MBS,Ime,OIB,DJELATNOST_SIFRA,DJELATNOST_NAZIV,ZUPANIJA,ADRESA,NASELJE,EMAIL_ADRESE,TELEFONSKI_BROJEVI,GFI_COUNT,STATUS,NAZNAKA_IMENA,PRAVNI_OBLIK,OSTALO
40392772,"GRAĐEVINARI društvo s ograničenom odgovornošću za gradnju i usluge, turistička agencija",39471502301,,,Primorsko-goranska županija,Murini 7,Rijeka,info@odvjetnik-pranjic.hr,,,7,1,GRAĐEVINARI,d.o.o.
40396048,SL Mont društvo s ograničenom odgovornošću za izgradnju i održavanje industrijskih i energetskih sustava i usluge,65585719037,,,Primorsko-goranska županija,Franje Čandeka 46,Rijeka,info@slmont.com,,,9,1,SL Mont,d.o.o.
40398548,EDIFICIO jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,84200303363,,,Primorsko-goranska županija,Negrieva 9,Rijeka,edificiori3@gmail.com,,,6,1,EDIFICIO,j.d.o.o.
40399862,DOK 7 društvo s ograničenom odgovornošću za projektiranje i gradnju plovnih objekata,4224620059,,,Primorsko-goranska županija,"Mavrinci, Remetnjak 1",Čavle,c7marine@gmail.com,,,6,1,DOK 7,d.o.o.
40399926,RUNE Crow društvo s ograničenom odgovornošću za izgradnju telekomunikacijske infrastrukture,6535522670,,,Primorsko-goranska županija,Žegoti 6,Kastav,rune-crow@ruralnetwork.eu,,,6,1,RUNE Crow,d.o.o.
40403006,"TORPEDO DESIGN društvo s ograničenom odgovornošću za projektiranje, brodogradnju i inženjerstvo u pomorstvu",19154672351,,,Primorsko-goranska županija,Petra Jurčića 6,Rijeka,zoran.gal@torpedodesign.net,,,6,1,TORPEDO DESIGN,d.o.o.
40405288,LOSTEL jednostavno društvo s ograničenom odgovornošću za ugradnju stolarije,19715590201,,,Primorsko-goranska županija,Dražice 121,Rijeka,u.o.storm@gmail.com,,,6,1,LOSTEL,j.d.o.o.
40405671,PIASTRELLA jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,9604120648,,,Primorsko-goranska županija,Čavalsko 4,Rijeka,piastrella.rijeka@gmail.com,,,6,1,PIASTRELLA,j.d.o.o.
40413199,"WIRETECH društvo s ograničenom odgovornošću za gradnju, trgovinu i usluge",27790585448,,,Primorsko-goranska županija,Tihovac 2,Rijeka,wiretech.hr@gmail.com,,,5,1,WIRETECH,d.o.o.
40413463,GEOTREND društvo s ograničenom odgovornošću za geodetsku djelatnost i gradnju,58846879017,,,Primorsko-goranska županija,Žrtava fašizma 2,Lovran,geotrend@geotrend.hr,,,5,1,GEOTREND,d.o.o.
40413705,"ALBATROS NAUTIKA jednostavno društvo s ograničenom odgovornošću za popravak, održavanje i nadogradnju brodica",45110258148,,,Primorsko-goranska županija,Bok 40,Rijeka,albatros.nautika@gmail.com,,,5,1,ALBATROS NAUTIKA,j.d.o.o.
40414648,ALEKSANDAR ZAVRŠNI RADOVI j.d.o.o. za gradnju i usluge,62926120524,,,Primorsko-goranska županija,Priko 58,Mali Lošinj,aspergerm@gmail.com,,,5,1,ALEKSANDAR ZAVRŠNI RADOVI,j.d.o.o.
40415788,ZIDOVI društvo s ograničenom odgovornošću za gradnju i usluge,69658749956,,,Primorsko-goranska županija,Petra Zrinskog 4,Rijeka,irmapejovic@gmail.com,,,5,1,ZIDOVI društvo s ograničenom odgovornošću za gradnju i usluge,d.o.o.
40416947,MP LUXURY PROPERTY društvo s ograničenom odgovornošću za projektiranje i gradnju objekata,88430188264,,,Primorsko-goranska županija,Put Luskino 16,Matulji,pmproperty@protonmail.com,,,5,1,MP LUXURY PROPERTY,d.o.o.
40417415,"MWS d.o.o. za gradnju i opremanje brodova i čamaca, proizvodnju metalnih konstrukcija, trgovinu i usluge",24542782701,,,Primorsko-goranska županija,Gnambova 2,Rijeka,l.montevecchi@marineworksistem.it,,,5,1,"MWS d.o.o. za gradnju i opremanje brodova i čamaca, proizvodnju metalnih konstrukcija, trgovinu i usluge",d.o.o.
40418395,COLOSSAL PROJECT društvo sa ograničenom odgovornošću za gradnju i usluge,113731243,,,Primorsko-goranska županija,Put za Plahuti 2,Opatija,ibrko78@gmail.com,,,5,1,COLOSSAL PROJECT,d.o.o.
40420647,OGRAJŠKI jednostavno društvo s ograničenom odgovornošću za gradnju,13550811722,,,Primorsko-goranska županija,Vodovodna 18,Tršće,marijomalnar@gmail.com,,,5,1,OGRAJŠKI jednostavno društvo s ograničenom odgovornošću za gradnju,j.d.o.o.
40422291,"FORLUX društvo s ograničenom odgovornošću za ugradnju stolarije, građenje, trgovinu i usluge",72575056576,,,Primorsko-goranska županija,Viškovo 94,Viškovo,petradjekanovic31@gmail.com,,,5,1,FORLUX,d.o.o.
40422576,KA-SA PROJEKT društvo s ograničenom odgovornošću za gradnju i prodaju nekretnina,29589141572,,,Primorsko-goranska županija,Kvarnerska cesta 16,Matulji,kasaprojekt1@gmail.com,,,5,1,KA-SA PROJEKT,d.o.o.
40422873,"PASTORINO SUSTAVI društvo s ograničenom odgovornošću za proizvodnju, projektiranje, ugradnju i trgovinu",52964618567,,,Primorsko-goranska županija,Krasica 293,Krasica,pastorino@pastorino.hr,,,4,1,PASTORINO SUSTAVI,d.o.o.
40423753,Bau W AG društvo s ograničenom odgovornošću za gradnju,64268337318,,,Primorsko-goranska županija,Mel 1,Novi Vinodolski,aleksandar.kovacevic@bauwesen.rs,,,0,1,Bau W AG,d.o.o.
40425634,"CESAR SERVISI društvo s ograničenom odgovornošću za servis, popravak, preinaku i gradnju pomorskih objekata, objekata unutarnje plovidbe i drugih usluga na moru, unutarnjim vodama i kopnu",93511512521,,,Primorsko-goranska županija,Nikole Tesle 9,Rijeka,josip.pavic@cesar.hr,,,4,1,CESAR SERVISI,d.o.o.
40430111,SANI GRADNJA LOŠINJ društvo s ograničenom odgovornošću za gradnju stambenih i nestambenih zgrada,84687446346,,,Primorsko-goranska županija,Giuseppea Garibaldija 11,Mali Lošinj,sanigradnja@yahoo.com.hr,,,4,1,SANI GRADNJA LOŠINJ,d.o.o.
40430568,DALMONT BOATS društvo s ograničenom odgovornošću za gradnju plovnih objekata,66432037220,,,Primorsko-goranska županija,Obala kralja Tomislava 8,Kraljevica,robert.miletic@dalmont.hr,,,4,1,DALMONT BOATS,d.o.o.
40435597,Lürssen-NVL Integrated Business Support društvo s ograničenom odgovornošću za gradnju i popravak brodova,64455657314,,,Primorsko-goranska županija,Maršala Tita 198,Opatija,Teuta.Duletic@Luerssen.de,,,4,1,LÜRSSEN-NVL INTEGRATED BUSINESS SUPPORT,d.o.o.
40435601,Lürssen Yachts Systems društvo s ograničenom odgovornošću za gradnju i popravak brodova,55913555523,,,Primorsko-goranska županija,Maršala Tita 198,Opatija,Teuta.Duletic@Luerssen.de,,,4,1,Lürssen Yachts Systems,d.o.o.
40435610,Blohm & Voss Production Kvarner društvo s ograničenom odgovornošću za gradnju i popravak brodova,75535987487,,,Primorsko-goranska županija,Maršala Tita 198,Opatija,Teuta.Duletic@Luerssen.de,,,4,1,Blohm & Voss Production Kvarner,d.o.o.
40435628,Blohm & Voss Yachts Kvarner društvo s ograničenom odgovornošću za gradnju i popravak brodova,26145368798,,,Primorsko-goranska županija,Maršala Tita 198,Opatija,Teuta.Duletic@Luerssen.de,,,4,1,Blohm & Voss Yachts Kvarner,d.o.o.
40437687,MS PROJEKT PLUS društvo s ograničenom odgovornošću za gradnju i poslovanje nekretninama,36503210445,,,Primorsko-goranska županija,Mihovila Jeličića 51,Selce,info@msprojektplus.hr,,,3,1,MS PROJEKT PLUS,d.o.o.
40441232,VARCAR HOUSE društvo s ograničenom odgovornošću za gradnju montažnih kuća,62842647303,,,Sisačko-moslavačka županija,Obrtnička ulica 31,Novska,varcar.house@gmail.com,,,2,1,VARCAR HOUSE,d.o.o.
40441257,AUCTOR EXCLUSIVE društvo s ograničenom odgovornošću za poslovanje nekretninama i gradnju,90141198311,,,Primorsko-goranska županija,Podmurvice 11,Rijeka,info@auctor-ag.de,,,3,1,AUCTOR EXCLUSIVE,d.o.o.
40441554,Bagni Pietro društvo s ograničenom odgovornošću za poslovanje nekretninama i gradnju,29670655767,,,Primorsko-goranska županija,Vjekoslava Spinčića 25,Opatija,peter.hronek@spknoe.at,,,3,1,Bagni Pietro,d.o.o.
40443693,METLIKA GRADNJA jednostavno društvo s ograničenom odgovrnošću za gradnju i usluge,36183668951,,,Primorsko-goranska županija,Ivana Gorana Kovačića 32,Vrbovsko,luanshatri32@gmail.com,,,0,1,METLIKA GRADNJA jednostavno društvo s ograničenom odgovrnošću za gradnju i usluge,j.d.o.o.
40445236,Završni radovi u građevinarstvu Vrtar jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,22976067386,,,Primorsko-goranska županija,Mlake 28,Prezid,vrtardalibor@gmail.com,,,0,1,Završni radovi u građevinarstvu Vrtar,j.d.o.o.
40446253,Pirc Dabo d.o.o. za gradnju i prodaju nekretnina,67947743004,,,Ličko-senjska županija,Orlje 68,Novalja,pircdabogradnja@gmail.com,,,3,1,Pirc Dabo,d.o.o.
40446403,REKONSTRUKT društvo s ograničenom odgovornošću za gradnju i usluge,42101958245,,,Primorsko-goranska županija,Milana Smokvine Tvrdog 3,Rijeka,rekonstruktdoo@gmail.com,,,1,1,REKONSTRUKT,d.o.o.
40448419,GLUŠĆENKO jednostavno društvo s ograničenom odgovornošću za ugradnju stolarije,72321037903,,,Primorsko-goranska županija,Podhum 11,Podhum,gluscenkoaramis@gmail.com,,,3,1,GLUŠĆENKO,j.d.o.o.
40448486,RESTART gradnja jednostavno društvo s ograničenom odgovornošću za gradnju,50222352968,,,Primorsko-goranska županija,Krnjevo 16,Rijeka,eosmani17@gmail.com,,,2,1,RESTART gradnja,j.d.o.o.
40448832,OPATIJA LB društvo s ograničenom odgovornošću za gradnju,72645182915,,,Primorsko-goranska županija,Nova cesta 96,Opatija,viktor.dragicevic@toplane.hr,,,3,1,OPATIJA LB društvo s ograničenom odgovornošću za gradnju,d.o.o.
40449464,HOME RESTORATION jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,42331460407,,,Primorsko-goranska županija,Marinići 17,Marinići,nanut.vilko@gmail.com,,,3,1,HOME RESTORATION,j.d.o.o.
40449807,GORICAJ j.d.o.o. za gradnju i promet nekretnina,59261693663,,,Primorsko-goranska županija,Linardići 27,Linardići,goricaj.graditeljstvo@gmail.com,,,2,1,GORICAJ,j.d.o.o.
40450491,DI LENARDO ZAMLIĆ BOATS jednostavno društvo s ograničenom odgovornošću za gradnju brodova i čamaca,68971810594,,,Primorsko-goranska županija,Rubeši 11,Kastav,nekretnine01@net.hr,,,2,1,DI LENARDO ZAMLIĆ BOATS,j.d.o.o.
40451167,Innovation Ventures društvo s ograničenom odgovornošću za gradnju i popravak brodova,13572570228,,,Primorsko-goranska županija,Maršala Tita 198,Opatija,Teuta.Duletic@Luerssen.de,,,2,1,Innovation Ventures,d.o.o.
40452493,TP one društvo s ograničenom odgovornošću za gradnju i usluge,79889589826,,,Primorsko-goranska županija,Šime Ljubića 10,Rijeka,living.tramontana@gmail.com,,,2,1,TP ONE,d.o.o.
40456568,HORTUS ISTRIA društvo s ograničenom odgovornošću za gradnju i iznajmljivanje stambenih objekata,13743285978,,,Primorsko-goranska županija,Ulica Kralja Zvonimira 70,Punat,danilamovsek@gmail.com,,,2,1,HORTUS ISTRIA,d.o.o.
40457858,BAU ANDY jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,60106699936,,,Primorsko-goranska županija,Draga 32,Marinići,andybau873@gmail.com,,,2,1,BAU ANDY,j.d.o.o.
40459110,LG GRADNJA društvo s ograničenom odgovornošću za gradnju i usluge,35043727914,,,Primorsko-goranska županija,Globići 3,Saršoni,frljicboris@gmail.com,,,2,1,LG GRADNJA društvo s ograničenom odgovornošću za gradnju i usluge,d.o.o.
40459950,FIUME KANTRIDA DEVELOPMENT društvo s ograničenom odgovornošću za izgradnju i upravljanje nekretninama,74033883287,,,Primorsko-goranska županija,Rujevica 10,Rijeka,marina.pereza.antolovic@stadonkantrida.hr,,,2,1,FIUME KANTRIDA DEVELOPMENT,d.o.o.
40462148,PROHOUSE jednostavno društvo s ograničenom odgovornošću za gradnju i usluge u drvenoj industriji,58122778395,,,Primorsko-goranska županija,Petra Jurčića 2,Rijeka,gpaidone@gmail.com,,,2,1,PROHOUSE jednostavno društvo s ograničenom odgovornošću za gradnju i usluge u drvenoj industriji,j.d.o.o.
40463454,PEGO NEKRETNINE društvo s ograničenom odgovornošću za gradnju i turizam,21481611008,,,Primorsko-goranska županija,Korzo 11,Rijeka,goran_pezic@hotmail.com,,,2,1,PEGO NEKRETNINE društvo s ograničenom odgovornošću za gradnju i turizam,d.o.o.
40467465,"Rilko društvo s ograničenom odgovornošću za za projektiranje, prodaju, nabavu i ugradnju solarnih elektrana",96142307762,,,Primorsko-goranska županija,Jardasi 13,Kastav,rilko.solar@gmail.com,,,1,1,Rilko,d.o.o.
40471663,SISTEM BAU GRADNJA  društvo s ograničenom odgovornošću za gradnju i usluge,27233831355,,,Primorsko-goranska županija,Riva 8,Rijeka,baufirmahr@gmail.com,,,1,1,SISTEM BAU GRADNJA,d.o.o.
40471671,MAESTRO SISTEM  društvo s ograničenom odgovornošću za gradnju i usluge,14914398878,,,Primorsko-goranska županija,Riva 8,Rijeka,draganplocic@gmail.com,,,1,1,MAESTRO SISTEM,d.o.o.
40475588,"Fundamentum društvo s ograničenom odgovornošću za gradnju, trgovinu i usluge",89789792554,,,Primorsko-goranska županija,Zdravka Kučića 27,Rijeka,igor.bogunov@gmail.com,,,1,1,Fundamentum,d.o.o.
40476257,MP QUANTUM jednostavno društvo s ograničenom odgovornošću za brodogradnju,66606156199,,,Primorsko-goranska županija,Škrapna 84,Zvoneća,mpejci@yahoo.com,,,1,1,MP QUANTUM,j.d.o.o.
40477112,MAKSER PLUS društvo s ograničenom odgovornošću za gradnju,36060589696,,,Primorsko-goranska županija,Dramaljsko selce 32,Dramalj,makser.sp@gmail.com,,,1,1,MAKSER PLUS,d.o.o.
40477137,NEKRETNINE R&G društvo s ograničenom odgovornošću za gradnju stambenih i nestambenih zgrada i poslovanje nekretninama,81632726327,,,Primorsko-goranska županija,Ciottina 12,Rijeka,nekretnine.rg24@gmail.com,,,1,1,NEKRETNINE R&G,d.o.o.
40477145,"MR PROJECTS društvo s ograničenom odgovornošću za izgradnju, održavanje bazena i trgovinu",42396665965,,,Primorsko-goranska županija,Šmogorska cesta 51,Matulji,mrpools.hr@gmail.com,,,1,1,MR PROJECTS,d.o.o.
40478484,"OX BLU j.d.o.o. za gradnju, trgovinu i usluge",87478199283,,,Primorsko-goranska županija,Tumpići 20,Veprinac,misljenovic.nikica@gmail.com,,,1,1,OX BLU,j.d.o.o.
40478677,SIZIF društvo s ograničenom odgovornošću za gradnju i trgovinu nekretninama,69079474293,,,Primorsko-goranska županija,Šetalište Vladimira Nazora 6,Rijeka,sizif.doo@outlook.com,,,1,1,SIZIF,d.o.o.
40478773,ARBADUX društvo s ograničenom odgovornošću za gradnju i usluge,69008667562,,,Primorsko-goranska županija,Barbat 242,Barbat,zfrankic46@gmail.com,,,1,1,ARBADUX,d.o.o.
40479321,VILLY GRADNJA jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,69667938741,,,Primorsko-goranska županija,Dražička 36,Rijeka,jelena.jovic051@gmail.com,,,0,1,VILLY GRADNJA,j.d.o.o.
40479389,"ARIA MONT LOŠINJ j.d.o.o. za ugradnju, popravak i održavanje klima uređaja",52084909653,,,Primorsko-goranska županija,Vladimira Gortana 20,Mali Lošinj,dado.navratil1978@gmail.com,,,0,1,ARIA MONT LOŠINJ,j.d.o.o.
40480107,"ZELENI BOKOR društvo s ograničenom odgovornošću za gradnju, poslovanje nekretninama i usluge",90960886183,,,Primorsko-goranska županija,Antuna Barca 7,Rijeka,sasa@gamaprojekt.hr,,,0,1,ZELENI BOKOR,d.o.o.
40480852,"Dominium Rijeka društvo s ograničenom odgovornošću za poslovanje nekretninama, gradnju i usluge",39358827083,,,Primorsko-goranska županija,Nikole Tesle 9,Rijeka,"marko.korosec.2903@gmail.com, hvukic@yahoo.com",,,0,1,"Dominium Rijeka društvo s ograničenom odgovornošću za poslovanje nekretninama, gradnju i usluge",d.o.o.
40484600,MG Living društvo s ograničenom odgovornošću za izgradnju i poslovanje nekretninama,68832154543,,,Primorsko-goranska županija,Jušići 61,Jušići,ri.mauro.grl@gmail.com,,,0,1,MG Living,d.o.o.
40487401,Baretićevo gradnja jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,18058947656,,,Primorsko-goranska županija,Maria Gennaria 29,Rijeka,anci.jelenic@gmail.com,,,0,1,Baretićevo gradnja,j.d.o.o.
40488540,RADU VILLAS jednostavno društvo s ograničenom odgovornošću za gradnju i iznajmljivanje nekretnina,37573393415,,,Primorsko-goranska županija,Antuna Barca 7,Rijeka,nikola7@live.at,,,0,1,RADU VILLAS,j.d.o.o.
40489044,eHAD COMPANY društvo s ograničenom odgovornošću za gradnju i usluge,11775500576,,,Primorsko-goranska županija,Marinići 24,Marinići,obrt.konstrukcije@gmail.com,,,0,1,eHAD COMPANY,d.o.o.
40489614,NOAX d.o.o. za gradnju i usluge,99246292834,,,Primorsko-goranska županija,Janeza Trdine 1,Rijeka,info@noax.hr,,,0,1,NOAX d.o.o. za gradnju i usluge,d.o.o.
40490067,Wood You društvo s ograničenom odgovornošću za izgradnju i prodaju drvenih kuća,41253524278,,,Primorsko-goranska županija,Tučka ulica 62,Tuk Vojni,woodyouhr@gmail.com,,,0,1,Wood You,d.o.o.
40490368,ŽELJOBAU jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,22140743710,,,Primorsko-goranska županija,Josipa Blaževića - Blaža 1,Skrad,zeljobaujdoo@gmail.com,,,0,1,ŽELJOBAU,j.d.o.o.
40491666,ADRIACON PROJEKT društvo s ograničenom odgovornošću za gradnju i prodaju nekretnina,99959229734,,,Primorsko-goranska županija,Emilija Randića 4,Rijeka,adriacon@adriacon.hr,,,0,1,ADRIACON PROJEKT,d.o.o.
50006908,"ĐURO ĐAKOVIĆ STAN društvo sa ograničenom odgovornošću za izgradnju, posredovanje i usluge",81972063656,,,Brodsko-posavska županija,Ulica Matije Gupca 32,Slavonski Brod,uprava@ddstan.hr,,,17,1,ĐURO ĐAKOVIĆ STAN,d.o.o.
50008649,"DUNJA-ELEKTRONIKA d. o. o. za proizvodnju, održavanje i ugradnju, elektroničkih i telekomunikacijskih uređaja, usluge i trgovinu",78627217783,,,Brodsko-posavska županija,Ulica grofa Janka Draškovića 28,Slavonski Brod,darko.antulov@gmail.com,,,17,1,DUNJA-ELEKTRONIKA,d.o.o.
50017110,"AMBIJENT-RST društvo s ograničenom odgovornošću za projektiranje, gradnju i trgovinu na veliko i malo",19077422709,,,Brodsko-posavska županija,Naselje Kralja Tomislava 3,Slavonski Brod,info@ambijent.hr,,,16,1,AMBIJENT-RST,d.o.o.
50018848,"PROMET GRAĐENJE d.o.o. za gradnju, prijevoz i trgovinu",37123159229,,,Požeško-slavonska županija,Industrijska 28,Požega,promet@promet.hr,,,17,1,PROMET GRAĐENJE,d.o.o.
50028508,PALENKIĆ d. o. o. za izgradnju i održavanje benzinskih crpki,92076035290,,,Brodsko-posavska županija,Ulica Hrvatskih branitelja 36,Slobodnica,palenkic.mladen@gmail.com,,,16,1,PALENKIĆ,d.o.o.
50040473,"INVESTIRANJE I GRADNJA društvo s ograničenom odgovornošću za proizvodnju, gradnju, trgovinu i posredovanje",74591562999,,,Požeško-slavonska županija,Mlinska 29,Pleternica,igdoo@live.com,,,17,1,INVESTIRANJE I GRADNJA,d.o.o.
50046702,"MARUŠIĆ CENTAR - MIDEX CARS društvo s ograničenom odgovornošću za trgovinu, gradnju, ugostiteljstvo i turističke agencije",2124271388,,,Brodsko-posavska županija,Ivin put 1,Slavonski Brod,act.marusic @gmail.com,,,16,1,MARUŠIĆ CENTAR - MIDEX CARS,d.o.o.
60000357,LAVČEVIĆ dioničko društvo za inženjering i izgradnju,71421617824,,,Splitsko-dalmatinska županija,Bihaćka 2,Split,info@lavcevic.hr,,,34,1,LAVČEVIĆ,d.d.
60000390,LAVČEVIĆ - INŽENJERING društvo s ograničenom odgovornošću za inženjering i izgradnju,61073136920,,,Splitsko-dalmatinska županija,Bihaćka 2,Split,uprava@lavcevic-inz.hr,,,20,1,LAVČEVIĆ INŽENJERING,d.o.o.
60007776,GEOINVEST d.o.o. za izgradnju i promet nekretninama,90200103068,,,Splitsko-dalmatinska županija,Rooseweltova 52,Split,aopdohodak@gmail.com,,,17,1,GEOINVEST,d.o.o.
60013176,Brodogradilište i marina d.o.o. za usluge priveza brodova i brodogradnju,86582445784,,,Šibensko-kninska županija,Nikole Škevina 15,Betina,info@shipyard-betina.com,,,17,1,BRODOGRADILIŠTE I MARINA,d.o.o.
60021310,"VODOPRIVREDA SPLIT, dioničko društvo za projektiranje, izgradnju i održavanje hidrograđevinskih objekata i građevinarstvo",91694259484,,,Splitsko-dalmatinska županija,Ulica don Frane Bulića 171,Solin,vodoprivreda@vodoprivreda-split.hr,,,17,1,VODOPRIVREDA SPLIT,d.d.
60028633,NERETVANSKI SLIV društvo s ograničenom odgovornošću za izgradnju i održavanje hidrograđevinskih objekata i građevinarstvo,62045212268,,,Dubrovačko-neretvanska županija,Stanka Parmaća 6,Opuzen,ivan.jerkovic@neretvanski-sliv.hr,,,17,1,NERETVANSKI SLIV,d.o.o.
60032804,"MARUŠIĆ, društvo s ograničenom odgovornošću za izgradnju, rekonstrukciju i popravak brodica i plovnih objekata",7537375931,,,Splitsko-dalmatinska županija,Blato 41,Živogošće,marusic21.doo@gmail.com,,,18,1,MARUŠIĆ,d.o.o.
60037478,"VODOPRIVREDA VRGORAC, dioničko društvo za izgradnju i održavanje hidrograđevinskih objekata i građevinarstva",66775454622,,,Splitsko-dalmatinska županija,Težačka 3,Vrgorac,"vodoprivreda@st.t-com.hr, vodoprivredavrgorac@gmail.com",,,17,1,VODOPRIVREDA VRGORAC,d.d.
60074758,"MAG SISTEM društvo s ograničenom odgovornošću za proizvodnju, servis i ugradnju hidrauličnih komponenti i industrijske pneumatike",21266239879,,,Splitsko-dalmatinska županija,Put Brižina 19,Kaštel Sućurac,"marko.konta@magsistem.hr, mail@magsistem.hr",,,18,1,MAG SISTEM,d.o.o.
